word,type,cefr,phon_br,phon_n_am,definition,example,vietnamese,synonyms,antonyms
autonomy,noun,c1,/ɔːˈtɒnəmi/,/ɔːˈtɑːnəmi/,"the freedom for a country, a region or an organization to govern itself independently",a campaign in Wales for greater autonomy,"Tự trị, Độc lập, Chủ quyền","Sovereignty, Self-determination, Independence","Dependence, Subordination, Vassalage"
await,verb,c1,/əˈweɪt/,/əˈweɪt/,to wait for somebody/something,He is in custody awaiting trial.,"Chờ đợi, Đang chờ, Mong đợi","anticipate, envisage, foresee","forestall, expedite, initiate"
backdrop,noun,c1,/ˈbækdrɒp/,/ˈbækdrɑːp/,everything that can be seen around an event or scene,The mountains provided a dramatic backdrop for our picnic.,"Bối cảnh, Phong nền, Cảnh nền","milieu, context, environment","focus, subject, crux"
backing,noun,c1,/ˈbækɪŋ/,/ˈbækɪŋ/,help and support from somebody to do something; financial support for something,The police gave the proposals their full backing.,"Hỗ trợ, Tài trợ, Sự ủng hộ","endorsement, patronage, sponsorship","opposition, hindrance, antagonism"
bail,noun,c1,/beɪl/,/beɪl/,"money that somebody agrees to pay if a person accused of a crime does not appear at their trial. When bail has been arranged, the accused person is allowed to go free until the trial.",Can anyone put up bail for you?,"Tiền bảo lãnh, Bảo lãnh, Khoản tiền bảo lãnh","Bond, Surety, Recognizance","Incarceration, Detention, Custody"
ballot,noun,c1,/ˈbælət/,/ˈbælət/,the system of voting in writing and usually in secret; an occasion on which a vote is held,The chairperson is chosen by secret ballot.,"phiếu bầu, bỏ phiếu kín, cuộc bỏ phiếu","poll, referendum, plebiscite","disenfranchisement, imposition, autocracy"
banner,noun,c1,/ˈbænə(r)/,/ˈbænər/,a long piece of cloth with a message on it that is carried between two poles or hung in a public place to show support for something,A huge banner over the street said ‘Welcome home’.,"Cờ phướn, Biểu ngữ, Băng rôn","standard, ensign, pennant","disavowal, obscurity, seclusion"
bare,adjective,c1,/beə(r)/,/ber/,not covered by any clothes,She likes to walk around in bare feet.,"Trần truồng, Khỏa thân, Lõa thể","naked, unclad, exposed","clothed, dressed, attired"
barrel,noun,c1,/ˈbærəl/,/ˈbærəl/,"a large round container, usually made of wood or metal, with flat ends and, usually, curved sides",a beer/wine barrel,"Thùng, Thùng phuy, Thùng gỗ","cask, vat, drum","sachet, vial, pouch"
bass,noun,c1,/beɪs/,/beɪs/,"the lowest tone or part in music, for instruments or voices",He always plays his stereo with the bass turned right up.,"Bass, Giọng trầm, Âm trầm","profound, resonant, fundamental","treble, soprano, acute"
bat,verb,c1,/bæt/,/bæt/,"to hit a ball with a bat, especially in a game of baseball or cricket",He bats very well.,"Đánh bóng, Đập bóng, Đánh","strike, smash, clout","miss, dodge, evade"
bay,noun,c1,/beɪ/,/beɪ/,"a part of the sea, or of a large lake, partly surrounded by a wide curve of the land",the Bay of Bengal,"Vịnh, Vũng, Cửa lạch","cove, inlet, bight","promontory, peninsula, isthmus"
beam,noun,c1,/biːm/,/biːm/,"a line of light, electromagnetic waves or particles",narrow beams of light/sunlight,"Tia, Chùm, Luồng","ray, shaft, stream","obscurity, gloom, murk"
beast,noun,c1,/biːst/,/biːst/,"an animal, especially one that is large or dangerous, or one that is unusual",wild/savage/ferocious beasts,"Thú, Dã thú, Quái vật","brute, leviathan, colossus","rational being, gentleman, sage"
behalf,noun,c1,/bɪˈhɑːf/,/bɪˈhæf/,in order to help somebody,He began a petition in behalf of the farmers.,"vì, vì lợi ích, để giúp","advocacy, representation, intercession","opposition, detriment, antagonism"
beloved,adjective,c1,/bɪˈlʌvɪd/,/bɪˈlʌvɪd/,loved very much,"in memory of our dearly beloved son, John","Yêu dấu, Thương yêu, Cưng","cherished, adored, esteemed","detested, abhorred, despised"
bench,noun,c1,/bentʃ/,/bentʃ/,"a long seat for two or more people, usually made of wood",a park bench,"Ghế dài, Băng ghế, Ghế băng","settee, divan, pew","podium, lectern, plinth"
benchmark,noun,c1,/ˈbentʃmɑːk/,/ˈbentʃmɑːrk/,something that can be measured and used as a standard that other things can be compared with,Tests at the age of seven provide a benchmark against which the child's progress at school can be measured.,"Điểm chuẩn, Mốc tham chiếu, Tiêu chuẩn","standard, criterion, metric","anomaly, deviation, subjectivity"
beneath,preposition,c1,/bɪˈniːθ/,/bɪˈniːθ/,in or to a lower position than somebody/something; under somebody/something,They found the body buried beneath a pile of leaves.,"Dưới, Bên dưới, Phía dưới","underneath, below, subjacent","above, over, superior"
beneficiary,noun,c1,/ˌbenɪˈfɪʃəri/,/ˌbenɪˈfɪʃieri/,a person who gains as a result of something,Who will be the main beneficiary of the cuts in income tax?,"Người thụ hưởng, Người hưởng lợi, Bên thụ hưởng","recipient, legatee, heir","donor, benefactor, contributor"
betray,verb,c1,/bɪˈtreɪ/,/bɪˈtreɪ/,to give information about somebody/something to an enemy,"betray somebody/something, He was offered money to betray his colleagues.","Phản bội, Bán đứng, Chỉ điểm","treason, defect, divulge","safeguard, uphold, conceal"
bind,verb,c1,/baɪnd/,/baɪnd/,"to tie somebody/something with rope, string, etc. so that they/it cannot move or are held together strongly","bind somebody/something to something, She was bound to a chair.","buộc, cột, trói","fetter, shackle, lash","unfetter, liberate, unshackle"
biography,noun,c1,/baɪˈɒɡrəfi/,/baɪˈɑːɡrəfi/,the story of a person’s life written by somebody else; this type of writing,Boswell’s biography of Johnson,"Tiểu sử, Truyện ký, Sử ký","memoir, chronicle, account","falsehood, fabrication, conjecture"
bishop,noun,c1,/ˈbɪʃəp/,/ˈbɪʃəp/,a senior priest in charge of the work of the Church in a city or district,the Bishop of Oxford,"Giám mục, Đức Giám mục, Đức Cha","Prelate, Pontiff, Metropolitan","Layperson, Parishioner, Novice"
bizarre,adjective,c1,/bɪˈzɑː(r)/,/bɪˈzɑːr/,very strange or unusual,a bizarre situation/incident/story,"Kỳ lạ, Kỳ quái, Quái đản","eccentric, outlandish, aberrant","conventional, mundane, commonplace"
blade,noun,c1,/bleɪd/,/bleɪd/,"the flat part of a knife, tool or machine, which has a sharp edge or edges for cutting",The machine comes with a plastic guard over the blade to protect the operator.,"Lưỡi, Cánh, Lưỡi cắt","edge, cutting edge, razor","hilt, bluntness, obtuse angle"
blast,noun,c1,/blɑːst/,/blæst/,an explosion or a powerful movement of air caused by an explosion,a bomb blast,"Vụ nổ, Sóng xung kích, Sự bùng nổ","explosion, detonation, gale","implosion, stillness, tranquility"
blast,verb,c1,/blɑːst/,/blæst/,"to violently destroy or break something into pieces, using explosives",They blasted a huge crater in the runway.,"Phá nổ, Nổ tung, Đánh sập","demolish, detonate, raze","construct, restore, preserve"
bleed,verb,c1,/bliːd/,/bliːd/,"to lose blood, especially from a wound or an injury",My finger's bleeding.,"Chảy máu, Xuất huyết, Rỉ máu","hemorrhage, exsanguinate, effuse","coagulate, staunch, stem"
blend,noun,c1,/blend/,/blend/,a mixture of different types of the same thing,a blend of tea,"Hỗn hợp, Pha trộn, Tổ hợp","amalgam, conflation, fusion","segregation, differentiation, homogeneity"
blend,verb,c1,/blend/,/blend/,to mix two or more substances together,"blend A with B, Blend the flour with the milk to make a smooth paste.","Trộn, Pha trộn, Hòa quyện","amalgamate, incorporate, synthesize","segregate, disaggregate, differentiate"
bless,verb,c1,/bles/,/bles/,to ask God to protect somebody/something,They brought the children to Jesus and he blessed them.,"Cầu phúc,Chúc phúc,Phù hộ","consecrate, sanctify, hallow","curse, condemn, desecrate"
blessing,noun,c1,/ˈblesɪŋ/,/ˈblesɪŋ/,"God’s help and protection, or a prayer asking for this",to pray for God’s blessing,"phước lành, ân điển, hồng ân","grace, providence, benediction","malediction, affliction, bane"
boast,verb,c1,/bəʊst/,/bəʊst/,to talk in a way that shows you are too proud of something that you have or can do,"I don't want to boast, but I can actually speak six languages.","Khoe khoang, Tự phụ, Vênh váo","brag, vaunt, crow","humble, understate, downplay"
bonus,noun,c1,/ˈbəʊnəs/,/ˈbəʊnəs/,"an extra amount of money that is added to a payment, especially to somebody’s wages or salary as a reward",a £100 Christmas bonus,"Tiền thưởng, Thưởng, Khoản thưởng","incentive, premium, gratuity","deduction, forfeiture, curtailment"
boom,noun,c1,/buːm/,/buːm/,a sudden increase in trade and economic activity; a period of wealth and success,Living standards improved rapidly during the post-war boom.,"Bùng nổ, Thịnh vượng, Hưng thịnh","upsurge, prosperity, upturn","recession, slump, downturn"
bounce,verb,c1,/baʊns/,/baʊns/,"if something bounces or you bounce it, it moves quickly away from a surface it has just hit or you make it do this",The ball bounced twice before he could reach it.,"nảy, bật, nhún","rebound, ricochet, recoil","absorb, adhere, immobilize"
boundary,noun,c1,/ˈbaʊndri/,/ˈbaʊndri/,a real or imagined line that marks the limits or edges of something and separates it from other things or places; a dividing line,After the war the national boundaries were redrawn.,"Biên giới, Ranh giới, Giới hạn","perimeter, demarcation, frontier","continuum, integration, amalgamation"
bow,noun,c1,/baʊ/,/baʊ/,the act of bending your head or the upper part of your body forward in order to say hello or goodbye to somebody or to show respect,She gave a slight bow of her head in greeting.,"Cúi chào, Cúi đầu, Cúi mình","obeisance, genuflection, curtsy","defiance, insolence, contempt"
bow,verb,c1,/baʊ/,/baʊ/,to move your head or the top half of your body forwards and downwards as a sign of respect or to say hello or goodbye,"bow (to/before somebody/something), He bowed low to the assembled crowd.","Cúi đầu, Cúi chào, Vái","genuflect, curtsy, prostrate","defy, spurn, flout"
breach,noun,c1,/briːtʃ/,/briːtʃ/,a failure to do something that must be done by law,a breach of contract/copyright/warranty,"Vi phạm, Sự vi phạm, Không tuân thủ","violation, infraction, transgression","compliance, adherence, observance"
breach,verb,c1,/briːtʃ/,/briːtʃ/,to not keep to an agreement or not keep a promise,The government is accused of breaching the terms of the treaty.,"Vi phạm, Thất hứa, Bội ước","violate, infringe, transgress","uphold, maintain, adhere"
breakdown,noun,c1,/ˈbreɪkdaʊn/,/ˈbreɪkdaʊn/,an occasion when a vehicle or machine stops working,a breakdown on the motorway,"Hỏng hóc, Sự cố, Chết máy","malfunction, failure, stoppage","functionality, operation, serviceability"
breakthrough,noun,c1,/ˈbreɪkθruː/,/ˈbreɪkθruː/,an important development that may lead to an agreement or achievement,to make/achieve a breakthrough,"Đột phá, Bước ngoặt, Tiến bộ vượt bậc","advancement, innovation, milestone","setback, stagnation, regression"
breed,noun,c1,/briːd/,/briːd/,"a particular type of animal that has been developed by people in a certain way, especially a type of dog, cat or farm animal",Labradors and other large breeds of dog,"Giống, Dòng, Chủng","strain, variety, lineage","mongrel, crossbreed, feral"
breed,verb,c1,/briːd/,/briːd/,to have sex and produce young,Many animals breed only at certain times of the year.,"Sinh sản, Giao phối, Sinh con","reproduce, procreate, multiply","sterilize, extinguish, annihilate"
broadband,noun,c1,/ˈbrɔːdbænd/,/ˈbrɔːdbænd/,"a way of connecting to the internet that allows you to receive information, including pictures, etc., very quickly and that is always active (so that the user does not have to connect each time)",plans to provide rural areas with fast broadband,"Băng thông rộng, Internet băng rộng, Mạng internet tốc độ cao","high-speed internet, high-bandwidth connection, digital connectivity","dial-up connection, narrowband internet, limited bandwidth"
brutal,adjective,c1,/ˈbruːtl/,/ˈbruːtl/,violent and cruel,a brutal attack/murder/rape/killing,"Dã man, Tàn bạo, Khốc liệt","savage, ruthless, vicious","compassionate, benevolent, humane"
buck,noun,c1,/bʌk/,/bʌk/,"a US, Australian or New Zealand dollar; a South African rand; an Indian rupee",They cost ten bucks.,"đô, ran, rupi","funds, capital, lucre","indigence, destitution, penury"
buddy,noun,c1,/ˈbʌdi/,/ˈbʌdi/,a friend,an old college buddy of mine,"Bạn, Bạn thân, Anh em","comrade, confidant, ally","adversary, antagonist, rival"
